filename,true_min,true_max,frac_le_4096,frac_le_2048,frac_le_1500,frac_le_1024,frac_le_1000,frac_ge_1000,frac_ge_1500,frac_ge_2000,frac_ge_3000,pct_1_all,pct_5_all,pct_50_all,pct_95_all,pct_99_all,pct_1_body,pct_5_body,pct_50_body,pct_95_body,pct_99_body
1.2.840.113619.2.278.3.717616.286.1587944966.46_1.2.840.113619.2.278.3.717616.286.1587944966.152.4202498_aligned.nii.gz,-1200.0,-700.0,0.0,0.0,0.0,0.572474,0.628491,0.0,0.0,0.0,0.0,-1200.0,-1200.0,-1063.2,-879.4,-700.0,-998.7,-993.8,-942.8,-733.7,-700.0
1.2.840.113619.2.278.3.717616.286.1587944966.46_1.2.840.113619.2.278.3.717616.286.1587944966.51.3_aligned.nii.gz,-1200.0,-700.0,0.0,0.0,0.0,0.619293,0.692315,0.0,0.0,0.0,0.0,-1200.0,-1200.0,-1083.0,-930.8,-700.0,-999.3,-996.7,-976.1,-720.2,-700.0
1.2.840.113619.2.278.3.717616.286.1587944966.506_1.2.840.113619.2.278.3.717616.286.1587944966.511.3_aligned.nii.gz,-1200.0,-700.0,0.0,0.0,0.0,0.494729,0.597115,0.0,0.0,0.0,0.0,-1200.0,-1200.0,-1022.1,-922.2,-700.0,-999.3,-996.6,-972.7,-728.8,-700.0
1.2.840.113619.2.278.3.717616.286.1587944966.506_1.2.840.113619.2.278.3.717616.286.1587944966.605.4198401_aligned.nii.gz,-1200.0,-700.0,0.0,0.0,0.0,0.46149,0.539977,0.0,0.0,0.0,0.0,-1200.0,-1200.0,-1009.7,-841.2,-700.0,-999.0,-994.9,-959.7,-712.9,-700.0
1.2.840.113619.2.278.3.717616.286.1587944966.506_1.2.840.113619.2.278.3.717616.286.1587944966.605.4202498_aligned.nii.gz,-1200.0,-700.0,0.0,0.0,0.0,0.439484,0.510609,0.0,0.0,0.0,0.0,-1200.0,-1200.0,-1002.6,-880.7,-700.0,-998.8,-994.2,-951.2,-760.4,-700.0
1.2.840.113619.2.278.3.717616.286.1587944967.557_1.2.840.113619.2.278.3.717616.286.1587944967.562.3_aligned.nii.gz,-1200.0,-700.0,0.0,0.0,0.0,0.581624,0.632996,0.0,0.0,0.0,0.0,-1200.0,-1200.0,-1087.5,-891.6,-700.0,-998.8,-994.5,-964.9,-702.0,-700.0
1.2.840.113619.2.278.3.717616.286.1587944967.557_1.2.840.113619.2.278.3.717616.286.1587944967.658.4198401_aligned.nii.gz,-1200.0,-700.0,0.0,0.0,0.0,0.567842,0.609151,0.0,0.0,0.0,0.0,-1200.0,-1200.0,-1080.1,-855.1,-700.0,-998.2,-991.8,-958.7,-707.6,-700.0
1.2.840.113619.2.278.3.717616.286.1587944967.557_1.2.840.113619.2.278.3.717616.286.1587944967.658.4202498_aligned.nii.gz,-1200.0,-700.0,0.0,0.0,0.0,0.574161,0.611673,0.0,0.0,0.0,0.0,-1200.0,-1200.0,-1086.2,-878.1,-700.0,-997.9,-990.5,-952.2,-707.3,-700.0
1.2.840.113619.2.278.3.717616.286.1587944968.878_1.2.840.113619.2.278.3.717616.286.1587944968.883.3_aligned.nii.gz,-1200.0,-700.0,0.0,0.0,0.0,0.690295,0.753713,0.0,0.0,0.0,0.0,-1200.0,-1200.0,-1120.9,-955.7,-720.0,-999.4,-997.3,-978.7,-756.0,-700.0
1.2.840.113619.2.278.3.717616.286.1587944968.878_1.2.840.113619.2.278.3.717616.286.1587944968.981.4198401_aligned.nii.gz,-1200.0,-700.0,0.0,0.0,0.0,0.665896,0.716284,0.0,0.0,0.0,0.0,-1200.0,-1200.0,-1115.2,-891.2,-700.0,-998.9,-994.8,-964.9,-728.1,-700.0
1.2.840.113619.2.278.3.717616.286.1587944968.878_1.2.840.113619.2.278.3.717616.286.1587944968.981.4202498_aligned.nii.gz,-1200.0,-700.0,0.0,0.0,0.0,0.670658,0.716779,0.0,0.0,0.0,0.0,-1200.0,-1200.0,-1115.0,-897.9,-713.8,-998.7,-993.7,-948.0,-770.9,-700.0
1.2.840.113619.2.278.3.717616.286.1587944973.161_1.2.840.113619.2.278.3.717616.286.1587944973.166.3_aligned.nii.gz,-1200.0,-700.0,0.0,0.0,0.0,0.575454,0.643541,0.0,0.0,0.0,0.0,-1200.0,-1200.0,-1078.0,-924.4,-700.0,-999.1,-995.8,-971.7,-713.4,-700.0
1.2.840.113619.2.278.3.717616.286.1587944973.161_1.2.840.113619.2.278.3.717616.286.1587944973.290.4198401_aligned.nii.gz,-1200.0,-700.0,0.0,0.0,0.0,0.550254,0.603479,0.0,0.0,0.0,0.0,-1200.0,-1200.0,-1061.2,-860.9,-700.0,-998.5,-993.1,-959.9,-705.4,-700.0
1.2.840.113619.2.278.3.717616.286.1587944973.161_1.2.840.113619.2.278.3.717616.286.1587944973.290.4202498_aligned.nii.gz,-1200.0,-700.0,0.0,0.0,0.0,0.553467,0.601311,0.0,0.0,0.0,0.0,-1200.0,-1200.0,-1066.3,-875.5,-700.0,-998.3,-991.8,-943.0,-730.6,-700.0
1.2.840.113619.2.278.3.717616.286.1587944975.372_1.2.840.113619.2.278.3.717616.286.1587944975.377.3_aligned.nii.gz,-1200.0,-700.0,0.0,0.0,0.0,0.624922,0.696602,0.0,0.0,0.0,0.0,-1200.0,-1200.0,-1075.9,-855.2,-700.0,-999.2,-996.4,-971.6,-700.0,-700.0
1.2.840.113619.2.278.3.717616.286.1587944975.372_1.2.840.113619.2.278.3.717616.286.1587944975.500.4198401_aligned.nii.gz,-1200.0,-700.0,0.0,0.0,0.0,0.594976,0.654639,0.0,0.0,0.0,0.0,-1200.0,-1200.0,-1065.6,-784.8,-700.0,-998.8,-994.5,-955.3,-700.0,-700.0
1.2.840.113619.2.278.3.717616.286.1587944975.372_1.2.840.113619.2.278.3.717616.286.1587944975.500.4202498_aligned.nii.gz,-1200.0,-700.0,0.0,0.0,0.0,0.597125,0.652108,0.0,0.0,0.0,0.0,-1200.0,-1200.0,-1066.5,-842.3,-700.0,-998.7,-993.6,-935.9,-700.0,-700.0
1.2.840.113619.2.278.3.717616.286.1587944978.330_1.2.840.113619.2.278.3.717616.286.1587944978.335.3_aligned.nii.gz,-1200.0,-700.0,0.0,0.0,0.0,0.476223,0.534456,0.0,0.0,0.0,0.0,-1200.0,-1200.0,-1012.1,-832.2,-700.0,-998.7,-994.4,-968.2,-700.0,-700.0
1.2.840.113619.2.278.3.717616.286.1587944978.330_1.2.840.113619.2.278.3.717616.286.1587944978.417.4198401_aligned.nii.gz,-1200.0,-700.0,0.0,0.0,0.0,0.477708,0.51399,0.0,0.0,0.0,0.0,-1200.0,-1200.0,-1008.2,-784.7,-700.0,-997.4,-988.5,-952.4,-700.0,-700.0
1.2.840.113619.2.278.3.717616.286.1587944978.330_1.2.840.113619.2.278.3.717616.286.1587944978.417.4202498_aligned.nii.gz,-1200.0,-700.0,0.0,0.0,0.0,0.471825,0.504708,0.0,0.0,0.0,0.0,-1200.0,-1200.0,-1003.0,-833.9,-700.0,-997.0,-986.4,-931.1,-700.0,-700.0
1.2.840.113619.2.278.3.717616.286.1587944978.649_1.2.840.113619.2.278.3.717616.286.1587944978.654.3_aligned.nii.gz,-1200.0,-700.0,0.0,0.0,0.0,0.618548,0.681865,0.0,0.0,0.0,0.0,-1200.0,-1200.0,-1092.6,-925.0,-700.0,-999.2,-996.1,-973.3,-700.0,-700.0
1.2.840.113619.2.278.3.717616.286.1587944978.649_1.2.840.113619.2.278.3.717616.286.1587944978.742.4198401_aligned.nii.gz,-1200.0,-700.0,0.0,0.0,0.0,0.59206,0.657078,0.0,0.0,0.0,0.0,-1200.0,-1200.0,-1081.6,-880.0,-700.0,-998.8,-994.3,-965.9,-700.0,-700.0
1.2.840.113619.2.278.3.717616.286.1587944978.649_1.2.840.113619.2.278.3.717616.286.1587944978.742.4202498_aligned.nii.gz,-1200.0,-700.0,0.0,0.0,0.0,0.604902,0.651888,0.0,0.0,0.0,0.0,-1200.0,-1200.0,-1090.3,-898.7,-700.0,-998.6,-993.4,-955.0,-700.0,-700.0
1.2.840.113619.2.278.3.717616.286.1587944978.934_1.2.840.113619.2.278.3.717616.286.1587944978.939.3_aligned.nii.gz,-1200.0,-700.0,0.0,0.0,0.0,0.571057,0.631079,0.0,0.0,0.0,0.0,-1200.0,-1200.0,-1071.1,-922.0,-700.0,-999.0,-995.4,-970.2,-700.0,-700.0
1.2.840.113619.2.278.3.717616.286.1587944978.934_1.2.840.113619.2.278.3.717616.286.1587944979.30.4198401_aligned.nii.gz,-1200.0,-700.0,0.0,0.0,0.0,0.540697,0.60135,0.0,0.0,0.0,0.0,-1200.0,-1200.0,-1052.1,-844.0,-700.0,-998.4,-992.4,-961.3,-700.0,-700.0
1.2.840.113619.2.278.3.717616.286.1587944978.934_1.2.840.113619.2.278.3.717616.286.1587944979.30.4202498_aligned.nii.gz,-1200.0,-700.0,0.0,0.0,0.0,0.550482,0.592218,0.0,0.0,0.0,0.0,-1200.0,-1200.0,-1060.4,-869.7,-700.0,-998.1,-990.8,-950.6,-704.1,-700.0
1.2.840.113619.2.278.3.717616.286.1587944983.828_1.2.840.113619.2.278.3.717616.286.1587944983.833.3_aligned.nii.gz,-1200.0,-700.0,0.0,0.0,0.0,0.576002,0.632764,0.0,0.0,0.0,0.0,-1200.0,-1200.0,-1077.6,-893.5,-700.0,-998.9,-994.8,-967.9,-700.0,-700.0
1.2.840.113619.2.278.3.717616.286.1587944983.828_1.2.840.113619.2.278.3.717616.286.1587944983.915.4198401_aligned.nii.gz,-1200.0,-700.0,0.0,0.0,0.0,0.563402,0.608451,0.0,0.0,0.0,0.0,-1200.0,-1200.0,-1072.1,-841.8,-700.0,-998.3,-992.1,-956.6,-700.0,-700.0
