filename,true_min,true_max,frac_le_4096,frac_le_2048,frac_le_1500,frac_le_1024,frac_le_1000,frac_ge_1000,frac_ge_1500,frac_ge_2000,frac_ge_3000,pct_1_all,pct_5_all,pct_50_all,pct_95_all,pct_99_all,pct_1_body,pct_5_body,pct_50_body,pct_95_body,pct_99_body
1.2.840.113619.2.278.3.717616.286.1587944966.46_1.2.840.113619.2.278.3.717616.286.1587944966.152.4202498_crop.nii.gz,-1200.0,-700.0,0.0,0.0,0.0,0.592241,0.651335,0.0,0.0,0.0,0.0,-1200.0,-1200.0,-1073.2,-869.6,-700.0,-998.9,-994.6,-948.7,-700.0,-700.0
1.2.840.113619.2.278.3.717616.286.1587944966.46_1.2.840.113619.2.278.3.717616.286.1587944966.51.3_crop.nii.gz,-1200.0,-700.0,0.0,0.0,0.0,0.619293,0.692315,0.0,0.0,0.0,0.0,-1200.0,-1200.0,-1083.0,-930.8,-700.0,-999.3,-996.7,-976.1,-720.2,-700.0
1.2.840.113619.2.278.3.717616.286.1587944966.506_1.2.840.113619.2.278.3.717616.286.1587944966.511.3_crop.nii.gz,-1200.0,-700.0,0.0,0.0,0.0,0.494729,0.597115,0.0,0.0,0.0,0.0,-1200.0,-1200.0,-1022.1,-922.2,-700.0,-999.3,-996.6,-972.7,-728.8,-700.0
1.2.840.113619.2.278.3.717616.286.1587944966.506_1.2.840.113619.2.278.3.717616.286.1587944966.605.4198401_crop.nii.gz,-1200.0,-700.0,0.0,0.0,0.0,0.48435,0.557603,0.0,0.0,0.0,0.0,-1200.0,-1200.0,-1016.9,-825.9,-700.0,-998.9,-994.7,-959.7,-700.0,-700.0
1.2.840.113619.2.278.3.717616.286.1587944966.506_1.2.840.113619.2.278.3.717616.286.1587944966.605.4202498_crop.nii.gz,-1200.0,-700.0,0.0,0.0,0.0,0.469205,0.536174,0.0,0.0,0.0,0.0,-1200.0,-1200.0,-1010.6,-874.1,-700.0,-998.8,-994.2,-952.6,-725.8,-700.0
1.2.840.113619.2.278.3.717616.286.1587944967.557_1.2.840.113619.2.278.3.717616.286.1587944967.562.3_crop.nii.gz,-1200.0,-700.0,0.0,0.0,0.0,0.583778,0.635028,0.0,0.0,0.0,0.0,-1200.0,-1200.0,-1089.1,-891.8,-700.0,-998.8,-994.5,-965.0,-701.8,-700.0
1.2.840.113619.2.278.3.717616.286.1587944967.557_1.2.840.113619.2.278.3.717616.286.1587944967.658.4198401_crop.nii.gz,-1200.0,-700.0,0.0,0.0,0.0,0.570491,0.611579,0.0,0.0,0.0,0.0,-1200.0,-1200.0,-1082.3,-857.8,-700.0,-998.2,-991.9,-958.8,-706.4,-700.0
1.2.840.113619.2.278.3.717616.286.1587944967.557_1.2.840.113619.2.278.3.717616.286.1587944967.658.4202498_crop.nii.gz,-1200.0,-700.0,0.0,0.0,0.0,0.577412,0.614838,0.0,0.0,0.0,0.0,-1200.0,-1200.0,-1088.7,-881.3,-700.0,-998.0,-990.7,-953.1,-711.3,-700.0
1.2.840.113619.2.278.3.717616.286.1587944968.878_1.2.840.113619.2.278.3.717616.286.1587944968.883.3_crop.nii.gz,-1200.0,-700.0,0.0,0.0,0.0,0.695774,0.758336,0.0,0.0,0.0,0.0,-1200.0,-1200.0,-1121.8,-955.5,-721.3,-999.4,-997.3,-978.6,-753.4,-700.0
1.2.840.113619.2.278.3.717616.286.1587944968.878_1.2.840.113619.2.278.3.717616.286.1587944968.981.4198401_crop.nii.gz,-1200.0,-700.0,0.0,0.0,0.0,0.667714,0.716515,0.0,0.0,0.0,0.0,-1200.0,-1200.0,-1114.4,-892.3,-700.0,-999.0,-995.1,-966.3,-710.7,-700.0
1.2.840.113619.2.278.3.717616.286.1587944968.878_1.2.840.113619.2.278.3.717616.286.1587944968.981.4202498_crop.nii.gz,-1200.0,-700.0,0.0,0.0,0.0,0.6701,0.715008,0.0,0.0,0.0,0.0,-1200.0,-1200.0,-1113.8,-899.3,-700.0,-998.8,-994.3,-954.7,-734.7,-700.0
1.2.840.113619.2.278.3.717616.286.1587944973.161_1.2.840.113619.2.278.3.717616.286.1587944973.166.3_crop.nii.gz,-1200.0,-700.0,0.0,0.0,0.0,0.576166,0.6443,0.0,0.0,0.0,0.0,-1200.0,-1200.0,-1078.6,-924.2,-700.0,-999.1,-995.8,-971.7,-712.6,-700.0
1.2.840.113619.2.278.3.717616.286.1587944973.161_1.2.840.113619.2.278.3.717616.286.1587944973.290.4198401_crop.nii.gz,-1200.0,-700.0,0.0,0.0,0.0,0.55252,0.603822,0.0,0.0,0.0,0.0,-1200.0,-1200.0,-1063.7,-837.4,-700.0,-998.6,-993.3,-961.1,-700.0,-700.0
1.2.840.113619.2.278.3.717616.286.1587944973.161_1.2.840.113619.2.278.3.717616.286.1587944973.290.4202498_crop.nii.gz,-1200.0,-700.0,0.0,0.0,0.0,0.585569,0.62946,0.0,0.0,0.0,0.0,-1200.0,-1200.0,-1092.4,-853.4,-700.0,-998.4,-992.5,-954.1,-700.0,-700.0
1.2.840.113619.2.278.3.717616.286.1587944975.372_1.2.840.113619.2.278.3.717616.286.1587944975.377.3_crop.nii.gz,-1200.0,-700.0,0.0,0.0,0.0,0.634277,0.70482,0.0,0.0,0.0,0.0,-1200.0,-1200.0,-1080.1,-857.0,-700.0,-999.3,-996.5,-971.6,-700.0,-700.0
1.2.840.113619.2.278.3.717616.286.1587944975.372_1.2.840.113619.2.278.3.717616.286.1587944975.500.4198401_crop.nii.gz,-1200.0,-700.0,0.0,0.0,0.0,0.608581,0.675225,0.0,0.0,0.0,0.0,-1200.0,-1200.0,-1071.4,-786.5,-700.0,-999.0,-995.2,-958.0,-700.0,-700.0
1.2.840.113619.2.278.3.717616.286.1587944975.372_1.2.840.113619.2.278.3.717616.286.1587944975.500.4202498_crop.nii.gz,-1200.0,-700.0,0.0,0.0,0.0,0.620526,0.680153,0.0,0.0,0.0,0.0,-1200.0,-1200.0,-1077.1,-830.0,-700.0,-998.9,-994.5,-940.5,-700.0,-700.0
1.2.840.113619.2.278.3.717616.286.1587944978.330_1.2.840.113619.2.278.3.717616.286.1587944978.335.3_crop.nii.gz,-1200.0,-700.0,0.0,0.0,0.0,0.48289,0.541158,0.0,0.0,0.0,0.0,-1200.0,-1200.0,-1015.1,-834.6,-700.0,-998.8,-994.4,-968.2,-700.0,-700.0
1.2.840.113619.2.278.3.717616.286.1587944978.330_1.2.840.113619.2.278.3.717616.286.1587944978.417.4198401_crop.nii.gz,-1200.0,-700.0,0.0,0.0,0.0,0.485439,0.530163,0.0,0.0,0.0,0.0,-1200.0,-1200.0,-1016.1,-770.3,-700.0,-997.6,-989.4,-953.7,-700.0,-700.0
1.2.840.113619.2.278.3.717616.286.1587944978.330_1.2.840.113619.2.278.3.717616.286.1587944978.417.4202498_crop.nii.gz,-1200.0,-700.0,0.0,0.0,0.0,0.631744,0.66039,0.0,0.0,0.0,0.0,-1200.0,-1200.0,-1123.4,-877.2,-700.0,-997.3,-987.8,-941.0,-700.0,-700.0
1.2.840.113619.2.278.3.717616.286.1587944978.649_1.2.840.113619.2.278.3.717616.286.1587944978.654.3_crop.nii.gz,-1200.0,-700.0,0.0,0.0,0.0,0.62008,0.68319,0.0,0.0,0.0,0.0,-1200.0,-1200.0,-1093.6,-925.0,-700.0,-999.2,-996.1,-973.3,-700.0,-700.0
1.2.840.113619.2.278.3.717616.286.1587944978.649_1.2.840.113619.2.278.3.717616.286.1587944978.742.4198401_crop.nii.gz,-1200.0,-700.0,0.0,0.0,0.0,0.599779,0.652575,0.0,0.0,0.0,0.0,-1200.0,-1200.0,-1086.2,-855.3,-700.0,-998.8,-994.4,-965.6,-700.0,-700.0
1.2.840.113619.2.278.3.717616.286.1587944978.649_1.2.840.113619.2.278.3.717616.286.1587944978.742.4202498_crop.nii.gz,-1200.0,-700.0,0.0,0.0,0.0,0.606518,0.654223,0.0,0.0,0.0,0.0,-1200.0,-1200.0,-1092.4,-887.8,-700.0,-998.7,-993.7,-956.3,-700.0,-700.0
1.2.840.113619.2.278.3.717616.286.1587944978.934_1.2.840.113619.2.278.3.717616.286.1587944978.939.3_crop.nii.gz,-1200.0,-700.0,0.0,0.0,0.0,0.571057,0.631079,0.0,0.0,0.0,0.0,-1200.0,-1200.0,-1071.1,-922.0,-700.0,-999.0,-995.4,-970.2,-700.0,-700.0
1.2.840.113619.2.278.3.717616.286.1587944978.934_1.2.840.113619.2.278.3.717616.286.1587944979.30.4198401_crop.nii.gz,-1200.0,-700.0,0.0,0.0,0.0,0.550187,0.598364,0.0,0.0,0.0,0.0,-1200.0,-1200.0,-1057.8,-819.2,-700.0,-998.3,-992.3,-960.8,-700.0,-700.0
1.2.840.113619.2.278.3.717616.286.1587944978.934_1.2.840.113619.2.278.3.717616.286.1587944979.30.4202498_crop.nii.gz,-1200.0,-700.0,0.0,0.0,0.0,0.545475,0.589721,0.0,0.0,0.0,0.0,-1200.0,-1200.0,-1055.1,-859.7,-700.0,-998.1,-991.0,-952.9,-700.0,-700.0
1.2.840.113619.2.278.3.717616.286.1587944983.828_1.2.840.113619.2.278.3.717616.286.1587944983.833.3_crop.nii.gz,-1200.0,-700.0,0.0,0.0,0.0,0.576002,0.632764,0.0,0.0,0.0,0.0,-1200.0,-1200.0,-1077.6,-893.5,-700.0,-998.9,-994.8,-967.9,-700.0,-700.0
1.2.840.113619.2.278.3.717616.286.1587944983.828_1.2.840.113619.2.278.3.717616.286.1587944983.915.4198401_crop.nii.gz,-1200.0,-700.0,0.0,0.0,0.0,0.565384,0.61032,0.0,0.0,0.0,0.0,-1200.0,-1200.0,-1074.1,-842.0,-700.0,-998.3,-992.2,-957.2,-700.0,-700.0
1.2.840.113619.2.278.3.717616.286.1587944983.828_1.2.840.113619.2.278.3.717616.286.1587944983.915.4202498_crop.nii.gz,-1200.0,-700.0,0.0,0.0,0.0,0.564124,0.60434,0.0,0.0,0.0,0.0,-1200.0,-1200.0,-1075.2,-856.6,-700.0,-998.0,-990.7,-951.0,-700.0,-700.0
1.2.840.113619.2.278.3.717616.286.1587944984.611_1.2.840.113619.2.278.3.717616.286.1587944984.616.3_crop.nii.gz,-1200.0,-700.0,0.0,0.0,0.0,0.563287,0.619463,0.0,0.0,0.0,0.0,-1200.0,-1200.0,-1072.8,-925.4,-704.4,-998.9,-995.2,-969.5,-790.5,-700.0
1.2.840.113619.2.278.3.717616.286.1587944984.611_1.2.840.113619.2.278.3.717616.286.1587944984.696.4198401_crop.nii.gz,-1200.0,-700.0,0.0,0.0,0.0,0.495995,0.544771,0.0,0.0,0.0,0.0,-1200.0,-1200.0,-1021.5,-843.1,-700.0,-998.3,-992.3,-959.5,-736.5,-700.0
1.2.840.113619.2.278.3.717616.286.1587944984.611_1.2.840.113619.2.278.3.717616.286.1587944984.696.4202498_crop.nii.gz,-1200.0,-700.0,0.0,0.0,0.0,0.522796,0.563464,0.0,0.0,0.0,0.0,-1200.0,-1200.0,-1042.3,-855.4,-700.0,-998.0,-990.7,-949.1,-738.0,-700.0
1.2.840.113619.2.278.3.717616.286.1593493247.138_1.2.840.113619.2.278.3.717616.286.1593493247.143.3_crop.nii.gz,-1200.0,-700.0,0.0,0.0,0.0,0.521232,0.620518,0.0,0.0,0.0,0.0,-1200.0,-1200.0,-1031.6,-887.1,-700.0,-999.3,-996.7,-972.5,-716.5,-700.0
1.2.840.113619.2.278.3.717616.286.1593493247.138_1.2.840.113619.2.278.3.717616.286.1593493247.251.4202498_crop.nii.gz,-1200.0,-700.0,0.0,0.0,0.0,0.562499,0.625659,0.0,0.0,0.0,0.0,-1200.0,-1200.0,-1056.3,-846.1,-700.0,-998.8,-994.0,-946.3,-700.0,-700.0
1.2.840.113619.2.278.3.717616.286.1593493249.833_1.2.840.113619.2.278.3.717616.286.1593493249.838.3_crop.nii.gz,-1200.0,-700.0,0.0,0.0,0.0,0.459158,0.536755,0.0,0.0,0.0,0.0,-1200.0,-1200.0,-1009.1,-888.8,-700.0,-999.1,-995.7,-970.3,-700.0,-700.0
1.2.840.113619.2.278.3.717616.286.1593493249.833_1.2.840.113619.2.278.3.717616.286.1593493249.959.4198401_crop.nii.gz,-1200.0,-700.0,0.0,0.0,0.0,0.45745,0.516084,0.0,0.0,0.0,0.0,-1200.0,-1200.0,-1005.3,-772.4,-700.0,-998.6,-993.4,-962.8,-700.0,-700.0
1.2.840.113619.2.278.3.717616.286.1593493249.833_1.2.840.113619.2.278.3.717616.286.1593493249.959.4202498_crop.nii.gz,-1200.0,-700.0,0.0,0.0,0.0,0.479975,0.528236,0.0,0.0,0.0,0.0,-1200.0,-1200.0,-1012.8,-762.9,-700.0,-998.2,-991.7,-955.1,-700.0,-700.0
1.2.840.113619.2.278.3.717616.286.1593493262.858_1.2.840.113619.2.278.3.717616.286.1593493262.863.3_crop.nii.gz,-1200.0,-700.0,0.0,0.0,0.0,0.610732,0.672776,0.0,0.0,0.0,0.0,-1200.0,-1200.0,-1097.0,-916.4,-700.0,-999.1,-995.9,-968.8,-700.0,-700.0
1.2.840.113619.2.278.3.717616.286.1593493262.858_1.2.840.113619.2.278.3.717616.286.1593493262.956.4198401_crop.nii.gz,-1200.0,-700.0,0.0,0.0,0.0,0.59414,0.643433,0.0,0.0,0.0,0.0,-1200.0,-1200.0,-1090.9,-830.9,-700.0,-998.6,-993.5,-961.8,-700.0,-700.0
1.2.840.113619.2.278.3.717616.286.1593493262.858_1.2.840.113619.2.278.3.717616.286.1593493262.956.4202498_crop.nii.gz,-1200.0,-700.0,0.0,0.0,0.0,0.593367,0.639263,0.0,0.0,0.0,0.0,-1200.0,-1200.0,-1090.9,-888.2,-700.0,-998.5,-992.7,-955.8,-700.0,-700.0
1.2.840.113619.2.278.3.717616.286.1593493267.487_1.2.840.113619.2.278.3.717616.286.1593493267.492.3_crop.nii.gz,-1200.0,-700.0,0.0,0.0,0.0,0.633517,0.700136,0.0,0.0,0.0,0.0,-1200.0,-1200.0,-1103.2,-932.4,-706.2,-999.2,-996.1,-969.8,-763.2,-700.0
1.2.840.113619.2.278.3.717616.286.1593493267.487_1.2.840.113619.2.278.3.717616.286.1593493267.603.4198401_crop.nii.gz,-1200.0,-700.0,0.0,0.0,0.0,0.587902,0.640139,0.0,0.0,0.0,0.0,-1200.0,-1200.0,-1085.5,-843.9,-700.0,-998.7,-993.7,-955.6,-700.0,-700.0
1.2.840.113619.2.278.3.717616.286.1593493267.487_1.2.840.113619.2.278.3.717616.286.1593493267.603.4202498_crop.nii.gz,-1200.0,-700.0,0.0,0.0,0.0,0.611304,0.658561,0.0,0.0,0.0,0.0,-1200.0,-1200.0,-1096.6,-863.7,-700.0,-998.6,-993.2,-951.5,-714.6,-700.0
1.2.840.113619.2.278.3.717616.286.1593493269.25_1.2.840.113619.2.278.3.717616.286.1593493269.109.4198401_crop.nii.gz,-1200.0,-700.0,0.0,0.0,0.0,0.599051,0.655953,0.0,0.0,0.0,0.0,-1200.0,-1200.0,-1088.8,-859.6,-700.0,-998.8,-994.3,-961.3,-700.0,-700.0
1.2.840.113619.2.278.3.717616.286.1593493269.25_1.2.840.113619.2.278.3.717616.286.1593493269.109.4202498_crop.nii.gz,-1200.0,-700.0,0.0,0.0,0.0,0.592386,0.641995,0.0,0.0,0.0,0.0,-1200.0,-1200.0,-1087.1,-847.1,-700.0,-998.5,-992.9,-948.5,-700.0,-700.0
1.2.840.113619.2.278.3.717616.286.1593493269.25_1.2.840.113619.2.278.3.717616.286.1593493269.30.3_crop.nii.gz,-1200.0,-700.0,0.0,0.0,0.0,0.709077,0.763588,0.0,0.0,0.0,0.0,-1200.0,-1200.0,-1122.3,-946.1,-700.0,-999.2,-996.3,-971.5,-700.0,-700.0
